Identificador,Producto,Marca,Precio,Cantidad
7045869,Plumon,Norma,13,188
2658541,Goma,Maped,2,370
3640144,Cuaderno,Pritt,15,709
9897032,Tijeras,Bic,5,318
5684703,Cuaderno,Santillana,11,463
5465857,Cuaderno,Maped,8,306
2095120,Lapiz,Sharpie,20,175
6179073,Goma,Bic,11,797
4013965,Goma,Fabber Castell,13,112
7696332,Libro,Sharpie,20,182
6665678,Borrador,Pritt,7,636
1350291,Sacapuntas,Bic,7,665
3227313,Goma,Norma,15,797
4084930,Goma,Milan,20,792
8220399,Borrador,Staedtler,11,488
1131236,Sacapuntas,Norma,10,415
7255463,Borrador,Norma,8,466
6200835,Borrador,Sharpie,20,264
7123010,Plumon,Norma,13,627
7054587,Lapiz,Norma,2,599
6750744,Libro,Bic,13,345
5345904,Goma,Staedtler,5,364
4252992,Tijeras,Pritt,20,673
5392465,Tijeras,Faber Castell,3,683
5951746,Lapiz,Santillana,5,102
6585847,Borrador,Pritt,11,286
4360933,Regla,Sharpie,11,741
9715983,Libro,Fabber Castell,8,743
9921401,Regla,Faber Castell,13,186
4143273,Regla,Faber Castell,15,230
1486306,Sacapuntas,Pritt,8,253
5319713,Goma,Pritt,10,444
2267768,Regla,Maped,2,412
5706527,Sacapuntas,Norma,11,641
5062756,Pegamento,Pritt,3,481
5182072,Regla,Faber Castell,13,428
2741536,Lapiz,Milan,5,615
5563424,Plumon,Milan,8,684
8840014,Sacapuntas,Bic,10,680
9241152,Lapiz,Santillana,8,240
9881011,Tijeras,Faber Castell,3,130
5947921,Regla,Fabber Castell,20,330
9527981,Tijeras,Pritt,7,665
9522328,Borrador,Santillana,8,581
4046394,Tijeras,Staedtler,13,603
5598612,Goma,Faber Castell,11,731
1575674,Lapiz,Faber Castell,20,252
6659950,Tijeras,Pritt,7,741
9941733,Lapiz,Fabber Castell,7,117
1294856,Libro,Bic,5,436
8667470,Regla,Sharpie,10,352
7878640,Goma,Milan,5,255
7874691,Borrador,Norma,5,334
7765997,Borrador,Sharpie,3,227
8371536,Plumon,Santillana,8,650
2906293,Plumon,Santillana,20,676
3079525,Sacapuntas,Santillana,15,435
3388128,Lapiz,Pritt,2,753
4257131,Cuaderno,Santillana,10,171
3903971,Sacapuntas,Sharpie,10,771
5857342,Plumon,Fabber Castell,5,605
1815527,Sacapuntas,Bic,13,479
4469425,Sacapuntas,Maped,2,264
2498917,Lapiz,Milan,11,393
4410067,Goma,Santillana,3,703
1100016,Plumon,Maped,5,279
8361066,Cuaderno,Maped,13,185
3137201,Pegamento,Norma,5,316
6611912,Regla,Faber Castell,5,646
6104009,Borrador,Fabber Castell,5,133
9744968,Plumon,Staedtler,2,638
2705011,Libro,Santillana,2,679
9695571,Lapiz,Bic,13,551
4771468,Goma,Maped,5,203
3417449,Tijeras,Sharpie,20,724
3388776,Borrador,Milan,15,703
8319078,Pegamento,Faber Castell,20,735
4560958,Regla,Fabber Castell,20,441
6884221,Libro,Pritt,13,107
9764946,Tijeras,Norma,8,357
7930126,Plumon,Pritt,5,511
1891967,Regla,Pritt,3,398
4786524,Sacapuntas,Milan,15,419
7749259,Lapiz,Staedtler,13,447
4871958,Tijeras,Milan,2,578
3382866,Cuaderno,Norma,13,380
4095615,Cuaderno,Milan,3,363
1324982,Libro,Fabber Castell,10,625
9109878,Pegamento,Maped,7,585
1954196,Pegamento,Faber Castell,8,261
9073947,Pegamento,Pritt,13,529
2715364,Borrador,Faber Castell,11,152
7943304,Regla,Milan,13,687
8484625,Borrador,Faber Castell,5,125
4518809,Pegamento,Santillana,15,285
5372639,Pegamento,Faber Castell,15,329
7857645,Lapiz,Fabber Castell,10,324
6408683,Lapiz,Sharpie,5,393
2345554,Sacapuntas,Faber Castell,5,313
1423306,Lapiz,Fabber Castell,20,216
9581232,Goma,Maped,10,371
6898895,Libro,Bic,15,298
9388425,Borrador,Sharpie,5,749
3312594,Goma,Milan,3,107
9361127,Lapiz,Staedtler,8,164
9101185,Tijeras,Staedtler,2,194
7358695,Cuaderno,Pritt,7,645
7807255,Regla,Sharpie,5,710
6883532,Pegamento,Staedtler,10,369
8139814,Sacapuntas,Sharpie,7,785
9702972,Cuaderno,Staedtler,7,132
1936737,Cuaderno,Sharpie,20,511
3601322,Tijeras,Fabber Castell,3,432
6160162,Tijeras,Maped,10,687
7085644,Cuaderno,Milan,10,194
2333663,Tijeras,Faber Castell,3,400
2255968,Pegamento,Milan,2,622
1801414,Cuaderno,Fabber Castell,7,333
9933567,Goma,Sharpie,11,416
7515572,Sacapuntas,Norma,10,734
2864460,Tijeras,Maped,2,625
9361344,Libro,Norma,3,448
3389747,Sacapuntas,Staedtler,3,595
7556078,Borrador,Pritt,3,792
8030018,Tijeras,Staedtler,7,598
8057804,Plumon,Santillana,20,718
6242756,Lapiz,Bic,3,177
4079005,Borrador,Bic,2,246
4772466,Lapiz,Bic,20,358
5680079,Tijeras,Milan,20,158
7890028,Sacapuntas,Milan,20,530
7986960,Lapiz,Staedtler,7,660
4459096,Regla,Santillana,2,430
4951758,Libro,Pritt,3,226
5604635,Pegamento,Milan,20,423
8602966,Cuaderno,Faber Castell,7,558
9746663,Sacapuntas,Maped,11,221
6890622,Tijeras,Norma,20,130
5703553,Sacapuntas,Maped,8,392
7693021,Cuaderno,Staedtler,15,171
2843212,Libro,Milan,15,636
9849730,Sacapuntas,Faber Castell,7,446
8584513,Tijeras,Bic,2,772
7354856,Libro,Santillana,5,323
6526270,Goma,Maped,7,695
9174817,Borrador,Bic,2,448
3326669,Borrador,Pritt,13,155
3447680,Borrador,Santillana,15,258
9428116,Tijeras,Sharpie,3,488
3378955,Cuaderno,Milan,5,698
8389442,Cuaderno,Bic,20,279
3021128,Tijeras,Pritt,3,657
4916585,Sacapuntas,Staedtler,3,667
9244285,Sacapuntas,Norma,10,759
1996618,Pegamento,Milan,2,789
6386509,Borrador,Norma,15,108
7480957,Goma,Faber Castell,8,686
1044935,Plumon,Sharpie,15,692
9688464,Lapiz,Santillana,10,110
6551764,Sacapuntas,Milan,7,719
3594444,Tijeras,Fabber Castell,2,547
7256699,Regla,Santillana,11,760
9304629,Regla,Maped,5,244
2590806,Lapiz,Fabber Castell,20,723
1864677,Cuaderno,Faber Castell,7,569
6288246,Borrador,Norma,10,333
5041022,Sacapuntas,Fabber Castell,11,373
8205921,Libro,Faber Castell,3,343
5190620,Tijeras,Bic,10,172
7726961,Cuaderno,Faber Castell,11,535
5042202,Lapiz,Sharpie,10,659
3979055,Tijeras,Sharpie,8,126
4206281,Goma,Maped,5,462
5595815,Pegamento,Santillana,13,346
8318844,Goma,Bic,5,335
8282180,Goma,Staedtler,2,206
1667184,Libro,Santillana,7,591
1805516,Plumon,Maped,3,538
4177820,Cuaderno,Norma,15,175
4566460,Cuaderno,Pritt,7,568
1125630,Pegamento,Maped,10,408
1949934,Lapiz,Pritt,11,219
1434069,Pegamento,Faber Castell,15,441
7640433,Tijeras,Bic,3,732
2991775,Lapiz,Fabber Castell,13,403
1729488,Cuaderno,Bic,20,151
1989291,Regla,Pritt,13,364
2372185,Libro,Milan,10,263
6063528,Tijeras,Milan,5,268
7955379,Regla,Santillana,15,247
3318342,Tijeras,Sharpie,5,771
2524603,Regla,Norma,8,261
6507974,Pegamento,Staedtler,7,608
2560941,Sacapuntas,Norma,8,462
1812324,Tijeras,Fabber Castell,8,137
9263806,Cuaderno,Staedtler,5,586
5797310,Cuaderno,Maped,10,316
8490768,Goma,Norma,7,597
7331291,Lapiz,Bic,11,375
1862710,Plumon,Sharpie,2,716
9155707,Lapiz,Staedtler,13,681
9746123,Sacapuntas,Sharpie,20,301
5358521,Sacapuntas,Sharpie,2,532
1687929,Tijeras,Milan,13,761
8726926,Lapiz,Faber Castell,10,600
7381150,Pegamento,Fabber Castell,3,548
3326970,Lapiz,Milan,2,377
3597470,Goma,Pritt,2,309
8582747,Tijeras,Norma,20,217
7340308,Regla,Maped,11,464
7656489,Regla,Sharpie,2,625
2590006,Borrador,Bic,15,177
1361676,Tijeras,Faber Castell,8,774
6879360,Plumon,Fabber Castell,5,173
2362746,Tijeras,Staedtler,20,773
5085818,Tijeras,Faber Castell,15,204
5581871,Cuaderno,Norma,11,399
2001374,Sacapuntas,Pritt,20,784
1505719,Borrador,Pritt,7,188
2156995,Sacapuntas,Norma,7,701
8551312,Tijeras,Staedtler,2,682
2536496,Tijeras,Milan,8,474
3204385,Goma,Faber Castell,7,777
8499592,Cuaderno,Milan,11,577
3870424,Pegamento,Pritt,13,358
4524001,Goma,Sharpie,11,654
6332486,Goma,Santillana,8,767
6051403,Borrador,Bic,3,473
1910990,Sacapuntas,Maped,8,290
2765223,Plumon,Sharpie,10,656
4859062,Sacapuntas,Sharpie,5,636
9740289,Plumon,Faber Castell,20,304
1300826,Regla,Faber Castell,11,174
5730416,Borrador,Santillana,5,724
4281272,Goma,Bic,5,341
5162647,Cuaderno,Santillana,2,283
1282795,Tijeras,Milan,2,411
6239647,Plumon,Santillana,10,272
1840990,Regla,Pritt,20,371
2471225,Cuaderno,Maped,2,578
7002463,Borrador,Faber Castell,2,721
6136191,Goma,Staedtler,20,119
1393213,Goma,Maped,5,121
6970731,Lapiz,Faber Castell,15,247
4262143,Goma,Bic,13,635
3872781,Sacapuntas,Sharpie,2,490
2615255,Cuaderno,Fabber Castell,5,188
4693543,Libro,Norma,5,484
2802803,Pegamento,Sharpie,15,421
7610820,Libro,Sharpie,5,736
4285021,Borrador,Norma,3,419
2174543,Lapiz,Santillana,13,783
4655129,Cuaderno,Faber Castell,3,700
9190846,Tijeras,Norma,11,592
2828192,Plumon,Maped,7,472
6714587,Regla,Maped,3,104
9259792,Lapiz,Maped,11,174
6943681,Plumon,Santillana,2,166
7801355,Regla,Pritt,13,115
3465386,Cuaderno,Pritt,7,419
7034242,Pegamento,Maped,11,233
1114878,Borrador,Pritt,3,524
3896087,Lapiz,Pritt,8,248
3038651,Libro,Fabber Castell,8,555
6823629,Sacapuntas,Maped,15,217
6903110,Sacapuntas,Sharpie,20,765
8202375,Libro,Sharpie,8,366
5967032,Pegamento,Pritt,10,731
2696233,Libro,Sharpie,20,545
8627814,Goma,Staedtler,3,742
6734697,Lapiz,Staedtler,2,455
3648439,Goma,Maped,2,200
4313267,Libro,Fabber Castell,2,167
3058417,Goma,Maped,15,360
3222272,Plumon,Sharpie,3,207
6649376,Cuaderno,Fabber Castell,11,721
8501543,Lapiz,Maped,8,466
6645543,Cuaderno,Sharpie,3,321
5011208,Pegamento,Staedtler,15,404
4185986,Plumon,Maped,2,124
3736327,Goma,Milan,20,232
1549106,Sacapuntas,Staedtler,7,625
7259714,Pegamento,Pritt,7,145
4209856,Goma,Sharpie,11,119
7400119,Goma,Norma,11,797
9898638,Regla,Norma,8,346
7857515,Tijeras,Sharpie,7,230
7667304,Libro,Faber Castell,10,561
6027436,Lapiz,Sharpie,11,659
2477679,Pegamento,Milan,3,741
8766283,Goma,Sharpie,3,114
9000636,Tijeras,Sharpie,20,778
2823328,Goma,Staedtler,3,521
7979266,Borrador,Santillana,10,178
1620640,Libro,Pritt,2,140
3344997,Pegamento,Norma,8,193
9408108,Plumon,Maped,20,735
1513076,Plumon,Maped,20,626
7524596,Borrador,Maped,15,639
3103240,Goma,Staedtler,10,569
6110215,Goma,Norma,3,755
2150879,Sacapuntas,Bic,2,768
6876614,Sacapuntas,Norma,13,440
6337208,Lapiz,Milan,13,248
4395860,Libro,Fabber Castell,10,757
1580517,Plumon,Milan,3,117
9599543,Lapiz,Norma,20,594
1132859,Regla,Faber Castell,10,268
6550805,Cuaderno,Milan,3,405
4792734,Borrador,Pritt,15,347
2800134,Borrador,Santillana,13,480
7196458,Libro,Bic,20,440
4098885,Plumon,Fabber Castell,5,502
1400862,Regla,Maped,7,707
2261302,Borrador,Milan,3,465
4364519,Borrador,Sharpie,8,222
5342120,Plumon,Faber Castell,11,336
9574619,Lapiz,Faber Castell,5,561
2338105,Cuaderno,Pritt,20,189
4297352,Plumon,Santillana,7,437
5674297,Pegamento,Staedtler,2,497
7174940,Cuaderno,Faber Castell,7,542
5508429,Lapiz,Faber Castell,5,218
9961472,Libro,Faber Castell,7,599
2444894,Regla,Maped,15,122
8940659,Regla,Fabber Castell,7,491
1190799,Regla,Norma,13,517
3680329,Cuaderno,Fabber Castell,5,627
9348163,Plumon,Fabber Castell,2,585
6384526,Pegamento,Santillana,7,355
8042917,Cuaderno,Maped,2,115
5989273,Cuaderno,Fabber Castell,2,376
8073598,Goma,Pritt,13,590
6314727,Sacapuntas,Staedtler,13,222
1029777,Tijeras,Sharpie,15,189
3661988,Tijeras,Fabber Castell,8,380
6311169,Libro,Norma,3,501
6881301,Pegamento,Bic,20,110
3166891,Sacapuntas,Bic,3,386
8289746,Lapiz,Maped,13,308
6692449,Plumon,Norma,10,726
4168588,Tijeras,Bic,10,409
3473745,Goma,Milan,5,113
2326817,Cuaderno,Faber Castell,13,697
6073437,Tijeras,Sharpie,2,565
2460777,Plumon,Bic,3,215
6174327,Regla,Fabber Castell,8,136
5408333,Lapiz,Norma,8,560
1019312,Plumon,Maped,5,570
3016807,Libro,Santillana,8,218
3298244,Tijeras,Sharpie,15,170
8111306,Regla,Sharpie,13,215
6524572,Libro,Santillana,13,784
3089519,Sacapuntas,Milan,13,186
9582537,Libro,Norma,10,218
6377907,Tijeras,Staedtler,15,640
3063694,Libro,Norma,7,482
4066390,Sacapuntas,Maped,2,352
5217453,Regla,Pritt,10,745
4659561,Sacapuntas,Milan,10,340
2759047,Regla,Faber Castell,5,154
5834410,Goma,Norma,3,383
6931991,Goma,Maped,5,524
1044494,Pegamento,Santillana,20,391
4270570,Libro,Bic,15,575
7905167,Sacapuntas,Fabber Castell,13,239
9372793,Goma,Santillana,13,424
3927739,Sacapuntas,Milan,15,690
4581107,Lapiz,Fabber Castell,8,797
4403207,Sacapuntas,Santillana,15,613
9266471,Libro,Faber Castell,5,226
8440366,Goma,Santillana,2,643
4626194,Libro,Pritt,8,118
5435264,Plumon,Norma,8,356
4397642,Lapiz,Fabber Castell,15,797
2516799,Libro,Milan,15,173
2241822,Sacapuntas,Faber Castell,10,797
7513964,Libro,Maped,7,492
9471281,Regla,Faber Castell,11,340
8789152,Sacapuntas,Sharpie,3,133
2798147,Sacapuntas,Staedtler,8,797
2004513,Sacapuntas,Pritt,7,539
6963615,Cuaderno,Faber Castell,8,128
9311087,Cuaderno,Milan,15,493
1170740,Lapiz,Pritt,13,524
9285125,Sacapuntas,Milan,7,514
1253829,Regla,Bic,8,258
1053452,Sacapuntas,Norma,2,491
9568933,Lapiz,Sharpie,3,572
2672249,Regla,Sharpie,20,439
4759736,Borrador,Maped,15,615
3850426,Sacapuntas,Norma,15,626
6794582,Lapiz,Sharpie,3,278
1807931,Lapiz,Sharpie,7,312
9696469,Cuaderno,Faber Castell,11,572
7521910,Libro,Bic,7,192
9584401,Goma,Pritt,11,695
7260138,Borrador,Bic,10,581
3726466,Libro,Pritt,13,607
9629030,Tijeras,Pritt,7,179
7676475,Goma,Bic,8,535
7995449,Regla,Maped,13,570
5038120,Lapiz,Milan,15,270
4569348,Regla,Maped,20,510
9807808,Pegamento,Maped,13,507
8470183,Libro,Fabber Castell,3,720
1569115,Tijeras,Fabber Castell,5,446
9683668,Pegamento,Sharpie,5,386
8619185,Cuaderno,Santillana,7,247
4780169,Cuaderno,Pritt,13,128
7452348,Cuaderno,Maped,2,479
2512021,Plumon,Fabber Castell,2,301
5770913,Tijeras,Staedtler,3,455
3190017,Goma,Maped,2,398
6127903,Sacapuntas,Fabber Castell,2,791
8494245,Lapiz,Sharpie,3,203
8981839,Tijeras,Pritt,11,605
4508859,Plumon,Fabber Castell,7,524
2003280,Goma,Bic,20,612
1838952,Tijeras,Bic,15,169
6589852,Tijeras,Milan,2,565
1530150,Sacapuntas,Pritt,13,407
8216205,Plumon,Santillana,10,119
7451590,Libro,Santillana,15,364
6488697,Goma,Santillana,5,659
4713663,Libro,Milan,15,280
2886088,Sacapuntas,Sharpie,5,479
3029092,Plumon,Pritt,11,608
9375034,Lapiz,Bic,8,671
8726791,Libro,Fabber Castell,7,226
3939164,Borrador,Santillana,13,655
6046289,Borrador,Maped,13,476
4497275,Lapiz,Pritt,15,187
4146868,Lapiz,Faber Castell,8,669
4143768,Borrador,Santillana,5,137
8052344,Sacapuntas,Faber Castell,5,306
6872872,Sacapuntas,Pritt,7,361
8923417,Goma,Faber Castell,13,248
7030568,Goma,Staedtler,7,374
1648125,Cuaderno,Maped,3,604
5361274,Plumon,Faber Castell,15,476
7835615,Regla,Milan,7,270
2594673,Plumon,Faber Castell,20,752
4837640,Libro,Santillana,5,153
3275340,Regla,Pritt,10,634
3220134,Pegamento,Faber Castell,11,716
6376955,Plumon,Faber Castell,8,318
2633079,Goma,Bic,15,436
1674833,Tijeras,Pritt,13,392
8897393,Goma,Santillana,10,781
5577920,Cuaderno,Milan,11,481
5531850,Plumon,Milan,7,491
1297537,Sacapuntas,Bic,11,384
1519150,Lapiz,Santillana,10,155
5834780,Goma,Milan,13,729
8856973,Libro,Faber Castell,8,543
8848555,Tijeras,Maped,3,382
9803681,Lapiz,Milan,15,154
6987430,Plumon,Santillana,15,708
9696224,Libro,Staedtler,10,118
8225397,Cuaderno,Pritt,20,585
5596002,Cuaderno,Staedtler,20,153
9401048,Libro,Norma,8,627
7941018,Plumon,Bic,8,393
1803026,Pegamento,Faber Castell,8,209
5202370,Lapiz,Sharpie,2,569
8476086,Tijeras,Milan,2,637
3448466,Cuaderno,Bic,11,481
6530475,Borrador,Sharpie,11,311
3171700,Lapiz,Sharpie,15,213
4291508,Regla,Faber Castell,11,499
4856971,Regla,Sharpie,15,647
4169401,Pegamento,Bic,7,460
6570350,Sacapuntas,Milan,2,103
9516526,Goma,Milan,5,644
5214571,Libro,Staedtler,5,179
7630117,Sacapuntas,Santillana,5,514
8954806,Goma,Bic,11,215
3732175,Regla,Staedtler,3,518
7991275,Borrador,Bic,20,326
4552674,Libro,Bic,8,652
1329117,Libro,Norma,2,480
8747372,Regla,Sharpie,7,736
4119598,Goma,Sharpie,2,653
7453224,Regla,Faber Castell,7,735
7788638,Lapiz,Santillana,8,374
1778428,Libro,Pritt,11,370
6374221,Pegamento,Faber Castell,10,261
2470000,Libro,Staedtler,3,792
4913174,Borrador,Fabber Castell,15,611
3126990,Libro,Santillana,8,134
6933401,Pegamento,Staedtler,15,748
9300852,Borrador,Staedtler,20,285
9343832,Regla,Norma,2,480
4977707,Borrador,Pritt,2,518
2153034,Libro,Norma,20,613
7062840,Lapiz,Pritt,20,569
2999371,Libro,Pritt,8,220
1041120,Goma,Maped,3,697
6849620,Plumon,Norma,5,418
8438143,Plumon,Santillana,7,476
6983187,Lapiz,Milan,7,726
5730654,Goma,Faber Castell,3,344
9180966,Goma,Milan,7,130
5245893,Goma,Staedtler,20,134
1627314,Lapiz,Faber Castell,10,172
4209821,Sacapuntas,Sharpie,13,634
1363217,Sacapuntas,Staedtler,5,124
6561487,Lapiz,Santillana,5,238
1840127,Sacapuntas,Santillana,10,410
8410648,Pegamento,Santillana,11,369
9523213,Borrador,Pritt,11,580
1977475,Goma,Pritt,5,735
8308446,Lapiz,Pritt,11,744
4882525,Borrador,Staedtler,5,265
2598433,Cuaderno,Santillana,15,767
5122769,Cuaderno,Fabber Castell,3,608
9504162,Plumon,Fabber Castell,10,268
4478877,Libro,Santillana,2,199
1593377,Sacapuntas,Fabber Castell,10,351
8304149,Goma,Sharpie,11,340
6030436,Pegamento,Norma,15,659
4346669,Pegamento,Bic,13,517
7058454,Pegamento,Santillana,7,575
8432279,Lapiz,Norma,11,136
7611451,Tijeras,Staedtler,7,745
9272246,Pegamento,Pritt,5,320
3953255,Goma,Milan,11,208
2231240,Goma,Bic,7,298
3766170,Cuaderno,Fabber Castell,3,549
4430632,Sacapuntas,Pritt,15,444
8576620,Libro,Milan,8,716
9237084,Sacapuntas,Pritt,3,254
4800272,Sacapuntas,Fabber Castell,7,686
2691969,Plumon,Sharpie,5,799
3350192,Goma,Sharpie,5,697
4065761,Borrador,Bic,8,778
9042768,Tijeras,Sharpie,13,566
1875238,Plumon,Maped,7,191
6685861,Borrador,Bic,13,584
3647397,Goma,Santillana,8,185
5188233,Goma,Bic,3,727
9584245,Tijeras,Staedtler,15,388
5048998,Regla,Fabber Castell,13,581
2257174,Lapiz,Milan,10,783
2243015,Regla,Maped,15,547
9620362,Plumon,Maped,7,650
9234905,Libro,Norma,5,420
4252184,Regla,Sharpie,7,126
7138849,Cuaderno,Fabber Castell,13,716
7455727,Sacapuntas,Bic,7,540
5177402,Pegamento,Pritt,13,106
4811708,Pegamento,Milan,10,182
9653968,Goma,Maped,3,415
1702296,Goma,Fabber Castell,5,243
9812107,Goma,Staedtler,20,151
5484227,Sacapuntas,Milan,10,416
8852600,Regla,Faber Castell,2,618
2409693,Regla,Sharpie,10,799
6190682,Sacapuntas,Santillana,20,274
1567903,Plumon,Santillana,20,261
8907442,Regla,Staedtler,15,604
1817933,Lapiz,Maped,7,372
1521536,Tijeras,Sharpie,11,466
9986830,Pegamento,Staedtler,7,613
1406238,Cuaderno,Staedtler,20,527
8456285,Pegamento,Santillana,15,442
3034946,Libro,Maped,8,116
4159245,Borrador,Santillana,13,749
5266001,Pegamento,Staedtler,10,669
7361360,Borrador,Norma,13,752
5745653,Pegamento,Staedtler,8,178
2710824,Borrador,Santillana,15,284
2913884,Regla,Faber Castell,2,734
5966902,Cuaderno,Sharpie,3,321
1903884,Lapiz,Staedtler,11,396
5548386,Plumon,Santillana,5,653
4442834,Regla,Faber Castell,2,551
7711607,Regla,Faber Castell,13,139
8036119,Cuaderno,Maped,13,401
2526166,Pegamento,Staedtler,20,344
7669707,Cuaderno,Maped,7,565
1633465,Pegamento,Fabber Castell,11,243
8080853,Lapiz,Norma,13,496
8424566,Tijeras,Santillana,20,627
7045200,Pegamento,Maped,13,478
2408103,Lapiz,Bic,15,516
2336200,Pegamento,Fabber Castell,13,637
9395325,Tijeras,Norma,11,739
9964857,Pegamento,Fabber Castell,20,209
4353598,Libro,Fabber Castell,20,774
2861401,Lapiz,Pritt,20,583
3166178,Lapiz,Bic,20,760
3099195,Tijeras,Fabber Castell,2,700
8693458,Borrador,Santillana,7,466
6567819,Sacapuntas,Pritt,2,694
1623854,Regla,Maped,13,595
6356316,Plumon,Fabber Castell,13,728
7640254,Sacapuntas,Milan,20,528
7695992,Regla,Bic,13,718
2261849,Regla,Fabber Castell,15,416
6516532,Libro,Pritt,11,408
3524123,Cuaderno,Fabber Castell,5,179
4320438,Cuaderno,Pritt,5,739
9359926,Borrador,Fabber Castell,8,732
7861476,Borrador,Sharpie,5,689
6267430,Pegamento,Norma,7,234
3702197,Sacapuntas,Fabber Castell,11,466
9420403,Goma,Fabber Castell,20,309
6795000,Plumon,Faber Castell,20,393
8589351,Libro,Faber Castell,2,442
7773029,Cuaderno,Staedtler,3,183
9392318,Sacapuntas,Bic,5,211
4457517,Sacapuntas,Fabber Castell,13,225
2880062,Regla,Sharpie,7,313
1726299,Sacapuntas,Faber Castell,15,319
1697416,Borrador,Pritt,10,534
5747653,Pegamento,Maped,11,700
1125473,Plumon,Milan,8,336
8571494,Goma,Fabber Castell,15,562
4232949,Lapiz,Bic,11,722
8582403,Lapiz,Pritt,10,235
2905321,Cuaderno,Santillana,10,737
8131070,Regla,Sharpie,2,166
5017618,Tijeras,Maped,5,322
7444654,Pegamento,Fabber Castell,13,711
2576319,Tijeras,Sharpie,20,256
3817428,Tijeras,Fabber Castell,20,601
1093158,Plumon,Pritt,3,794
1702676,Pegamento,Santillana,8,699
4101422,Sacapuntas,Bic,2,461
4453425,Cuaderno,Milan,3,737
1652078,Borrador,Maped,2,586
6270027,Cuaderno,Santillana,8,289
2495365,Regla,Milan,15,163
3085183,Goma,Fabber Castell,15,717
7696056,Lapiz,Milan,7,265
1144818,Plumon,Milan,8,160
5480623,Cuaderno,Milan,13,711
3613070,Goma,Bic,2,743
7901041,Cuaderno,Staedtler,2,340
2760978,Sacapuntas,Milan,11,199
1185010,Pegamento,Faber Castell,5,692
7261935,Sacapuntas,Maped,15,615
1193227,Lapiz,Santillana,2,656
1185068,Borrador,Milan,15,581
6836935,Sacapuntas,Fabber Castell,10,788
7668299,Sacapuntas,Sharpie,7,250
4395507,Goma,Maped,5,189
6267010,Plumon,Fabber Castell,3,193
3880321,Plumon,Faber Castell,2,132
1165562,Regla,Santillana,8,420
3905087,Libro,Sharpie,10,408
3176043,Pegamento,Milan,8,152
4286125,Tijeras,Santillana,5,186
5071482,Cuaderno,Fabber Castell,5,279
2264734,Goma,Milan,20,727
8689953,Plumon,Fabber Castell,10,629
2319435,Goma,Santillana,10,243
1700887,Plumon,Bic,7,125
4470661,Pegamento,Maped,7,288
5163502,Plumon,Faber Castell,11,539
3747063,Regla,Faber Castell,3,614
9373189,Sacapuntas,Maped,15,629
3907787,Regla,Bic,5,565
4693924,Lapiz,Sharpie,8,735
6550730,Pegamento,Maped,8,187
7268787,Libro,Santillana,3,417
2771586,Cuaderno,Bic,15,482
6429115,Borrador,Bic,8,492
6592222,Sacapuntas,Staedtler,5,448
6531896,Pegamento,Maped,8,270
9539384,Regla,Staedtler,20,387
8709828,Libro,Staedtler,10,711
7617053,Plumon,Fabber Castell,15,528
2699140,Libro,Bic,7,319
4355763,Borrador,Santillana,8,593
2911029,Borrador,Faber Castell,10,202
7184902,Borrador,Staedtler,11,457
3198578,Borrador,Norma,7,446
3253075,Plumon,Milan,7,137
1134896,Regla,Pritt,8,464
7926539,Tijeras,Milan,8,228
7383068,Libro,Milan,20,231
3988859,Pegamento,Pritt,15,743
7061912,Sacapuntas,Sharpie,3,247
2196069,Regla,Pritt,5,617
7144207,Goma,Staedtler,3,584
5616525,Goma,Milan,10,319
9375109,Regla,Fabber Castell,7,114
3029903,Lapiz,Pritt,8,146
8229657,Borrador,Sharpie,8,379
8443262,Lapiz,Staedtler,8,431
9482391,Sacapuntas,Bic,8,413
3238088,Cuaderno,Milan,3,170
2131272,Libro,Maped,7,334
9608768,Plumon,Faber Castell,13,107
3268094,Borrador,Fabber Castell,8,173
4982051,Pegamento,Maped,10,183
4611617,Plumon,Faber Castell,13,512
3031900,Sacapuntas,Sharpie,5,513
6667894,Borrador,Staedtler,5,338
2518975,Plumon,Sharpie,8,588
3312822,Pegamento,Faber Castell,3,538
9930708,Pegamento,Bic,15,383
9096516,Libro,Fabber Castell,3,557
4129686,Goma,Maped,3,499
8981410,Pegamento,Maped,5,259
8133120,Lapiz,Maped,5,553
5882689,Cuaderno,Fabber Castell,13,526
6456233,Cuaderno,Bic,5,431
4904136,Pegamento,Maped,3,139
5578720,Sacapuntas,Fabber Castell,5,538
2067845,Lapiz,Sharpie,8,713
4985839,Plumon,Pritt,8,700
6033453,Plumon,Bic,10,403
8479257,Sacapuntas,Milan,8,442
3022134,Plumon,Fabber Castell,10,291
